title,content
男友控,"指在[链接:恋爱]中对[链接:男朋友]非常迷恋，像粉丝追[链接:爱豆]那样喜欢和看重男朋友的一切的女朋友。“[链接:控]”即对某人某物有特殊的情结，产生异常强烈的喜爱。
与[链接:男友狗]几乎在同一时间产生，但两者意义有细微不同：男友狗更偏向略微的贬义，暗示此人有些在恋爱中过于[链接:上头]或粘人，甚至是过度[链接:秀恩爱]引起他人反感。典型行为例如言必提“我男友”，没有男朋友哄就睡不着觉，男朋友不在身边或者不回消息就六神无主之类。
男友控则单纯地指“过于喜爱男朋友，甚至到了无法注意到其他人的地步”的恋爱心态。
[划掉,链接:简单粗暴][划掉:地讲，男友狗=男朋友的舔狗，男友控=男朋友的粉丝]"
被绑架了你就眨眨眼,"指当事人做出与平时表现严重不符或偏离[链接:人设]的行为时，其他人对这种行为表示的质疑及惊诧。
如[加粗,划掉:自闭]爱豆突然营业，一小时连发24条微博，此时粉丝会评论“[加粗:被绑架了你就眨眨眼]”用于调侃。
疑似来源于某主播粉怀疑主播被绑架，通过种种[加粗,划掉:缜密]推理，将看似平常的画面分析的[链接:细思极恐]，并在评论里打出“[斜体:被绑架你就眨眨眼]”来暗示主播求救。
现常见于粉圈及直播评论中。
"
死人即赢家,"一种经常在影视文学中（甚至现实中）出现的属性，即因已身死而无法被击败，甚至被神化，成为无法逾越的存在。
有时这样的人物自身可能并不是毫无瑕疵，但优点会被活下来的人进行记忆美化，在回忆杀或者角色的口述中变得越来越神奇，直至后来者也逐渐被洗脑为止。

比如天下无敌的武功“呜呼，生平求一敌手而不可得，诚寂寥难堪也”@[链接:独孤求败]（[链接:神雕侠侣]、[链接:笑傲江湖]）
以及此后每位妃嫔都是亡妻替身的“[链接:宛宛类卿]”@[链接:纯元]（《[链接:甄嬛传]》）
"
版聊,把[链接:贴吧]，[链接:论坛]当作即时通讯软件，进行你来我往的交流。
mdzz,"“妈的智障”的[链接:首字母构词法]结果。意为“妈的这是个智障吧”。
通常在看到某人做了非常[链接:沙雕]或不可理喻的奇怪行为时使用。
因为同音的缘故有时也被写作“妈的制杖”，甚至有一系列[链接:制杖]表情包。[划掉:@奥利凡德魔杖店]"
你算哪块小饼干,"“你算什么东西”的可爱说法。表达一种少女般的傲娇，看你不爽，随时吃掉你！
据说这种用法来源于美剧《生活大爆炸》。剧中人物Sheldon为了避免说脏话，把son of bitch改成了son of biscuit。biscuit是饼干的意思，于是就衍生出了“你算哪块小饼干”一说。"
樱花妹,"即日本女性。并不一定是指“年龄小于自己”的日本女性，而是中文网络社区对“日本青年及少年女性”的统称。
得名于日本的国花[链接:樱花]，一般来讲是很友好的爱称，但在对日本的女性群体进行负面评价时，有时也会选择这个词的首字母缩写[链接:yhm]来称呼。
因为日本人的性格和处事方式与国人在某些方面有明显不同（比如说在二手交易或人际关系方面很容易\【[链接,加粗:不安]】），国人在对于樱花妹的讨论中半开玩笑地创造出了“[链接:牡丹妹]”的说法，用国花牡丹代指中国女性。"
滴滴见血,"[链接:滴滴出行][链接:顺风车]一次又一次的出现恶性犯罪事件，不禁让人害怕，使用滴滴出行，就会见到血光之灾。
2018年5月，空姐在乘坐滴滴顺风车途中遭受侵害并被杀害。时隔不足百日，仍然在滴滴所谓的整改期间，2018年8月，又有年轻女性在乘坐顺风车时受害死亡。"
有句港句,“有句讲句”的粤语发音，也被称作[链接:邮局港剧]。意思是有一句说一句。
器材党,更注重使用的工具，而不是干的事的人。比如对相机的兴趣大过对拍照兴趣的人。
月下三兄贵,"这个梗出自于JoJo的奇妙冒险第二季，三位柱之男登场的时候正好是在月亮底下，且摆出了相当骚的姿势，因此就被网友冠上了这个称呼

"
前车之贱,前面的车用各种[链接:犯贱]的贴纸对后车进行调戏。
续火花,"即一种QQ聊天的日常操作，即两人要加强qq沟通，多聊天。
当两人互动发消息连续超过3天才可以获得擦出火花标识，好友互动发消息连续超过30天可获得聊的火热标识就是颜色更深的火花。所以火花在一定程度上反映出了两人友谊的深厚程度，但也并不是充分必要条件。"
奶黄包男孩,"指一些男生表面看起来是只甜甜软软的[链接:小奶狗]，一看内心却都是黄的。
虽然刚接触的时候纯洁无辜又可爱，尤其使女孩们心生怜爱。但相处久了，才能发现其实是满脑子污想法的[链接:老司机]……
与之相似的是形容女孩的[链接:咸鸭蛋女孩]。"
你最好是,互联网上人心不古，世风日下，装1的人到处都是，经常会有人在微博评论中自称是“1”，此时戳穿了[划掉:诡计多端txl]夸张网友真面目的机智可爱们会回复他一句：“你最好是”来表达自己已经识破了诡计的轻蔑。（同时带着几分果真是1的期待）
换蛋,"一些人编撰的男性生理现象/医学步骤。为了与女性的[链接:痛经]和[加粗:生孩子痛]相抗衡，表达男生也有很疼的生理现象，而创造出了[斜体:男人每过几年就要][加粗,斜体:换蛋蛋]这种想想就疼的说法。"
二营长,用来表达[划掉:怼他][加粗:向敌人开炮]的号召语。源于《[链接:亮剑]》中李云龙在冲敌人开炮之前的名言：“二营长，你他娘的[链接:意大利炮]呢，给我拉来。”因为广泛出现在[链接:B站]等平台的弹幕和评论中，而走红。之后召唤[加粗:二营长]，就被等同于召唤[链接:意大利炮]，或召唤同伴干仗。
山寨版林俊杰,"指艺人[链接:范一贤]，其外形与著名歌星[链接:林俊杰]有些相似，因此长期模仿林俊杰的穿着打扮和声音，就连林俊杰说话的语气也模仿得十分相像。范一贤以此到各地酒吧以林俊杰的身份商演，两年来收入近140万人民币。就连海报和宣传单上也直接使用林俊杰的名字甚至照片。
林俊杰所属的华纳公司对其屡屡发出警告，但范一贤始终未停止模仿。歌手[链接:韩红]得知此事后也发博斥责：用“林俊杰”的名字欺骗消费者实在太无耻！最难容忍是：你侮辱了我们喜爱的JJ的无敌歌声！
[划掉:范一贤本人开直播对此的反应是：我都说骂我的人太少了，多一点啊]"
58警告,"该词是一个关于[链接:NBA]选手[链接:保罗]的黑梗。来源于2009年季后赛首轮第四场比赛中，保罗率领的黄蜂队以63-121的巨大分差输给了对手掘金队，58分的分差也追平了历史记录。由于保罗在比赛中表现不佳，这个耻辱的分差数字成为对他本人的黑称。
该梗本来因时间推移已不常出现，但今年保罗在火箭队拿到了4000万的年薪，表现却差强人意，被球迷讽为“配不上这个价钱”，该梗因此被NBA爱好者们旧事重提，火箭队的粉丝基数较大，发声者众，因此一时间保罗的黑梗遍布NBA讨论圈。
[链接:炮拳警告]也是相似类型的黑梗。"
泪失禁患者,"指一类在吵架生气或是情绪激烈时容易流泪哭泣的人。虽然内心已经气炸，只想把对方暴揍一顿，但外在表现却是止不住地流眼泪，就像因为委屈或惊吓而哭一样。
使人在并不想示弱的时候显得很弱鸡，吵架时全无气势，非常吃亏，因此被称为泪失禁。
并不是指普通的泪点低或十分感性，容易与他人共情的情况。"
swag,　swag在美式口语里面是 swagger的简写。 是一种自信，昂首阔步的心态。你可以翻译成碉堡，牛逼，凶残，地球人已经无法阻止他了，等多种语境。美国达人astro不是也喜欢用这个吗，rap完一首，落款一般都是swag。 你可以把它翻译为“就是这么拽!”或者“酷!”
杨天宝,指Angelababy，因为她姓杨，名字中又含有[链接:天使]（Angel），和[加粗:宝贝]（Baby）。
不会打球的胖子,指[链接:刘国梁]，作为中国乒乓球队总教练，在里约奥运会男单比赛中指导[链接:张继科]打球时，被[链接:不明真相]的[链接:台湾]网友冠以的称呼。
二五尊严,"在二十五号拿到工资后，就公开表示，人可以没钱，但是不能没了尊严。
现用来形容自己打自己脸的行为。"
柠檬精,"柠檬精，与[加粗:复读机、鸽子精，真香怪]共称为人类的四大本质。一种自嘲式表达对他人从外貌到内在、物质生活到情感生活的多重羡慕。
另：嫉妒对象所拥有的属性有一部分都得靠自身下辈子投胎投好才能获得的技能。
常见特征与日常用语：柠檬精的觉察力很高，自制力也很高，明明知道嫉妒不好，不想嫉妒别人；但是看到了别人好的一方面，自己又很难忍住冒出嫉妒的感觉，甚至隐隐地安慰自己——对方这么光鲜，肯定也有不如意的地方。不甘心、不服气却又深深地自责，于是这些感情化为一句自嘲式的句子：
我🍋了。
温馨提示：[加粗:注意区分酸民与柠檬精]"
脱非入欧,"指本来是[链接:非洲人]的人，突然时来运转，变成了[链接:欧洲人]。
非洲人=运气坏的人的说法来自游戏圈内的“脸黑”，[划掉:皮肤黑嘛……所以是非洲人]
欧洲人=运气好的人是根据以上“非洲人”的演变过程而衍生的，是与非洲人相对的“脸白”。

[划掉:本词条毫无种族歧视涵义]"
江澄与狗对愁眠,"指网友用来调侃小说[链接,加粗:魔道祖师]中[链接,加粗:江澄]一角是单身狗的诗句。
该句改编自张继《枫桥夜泊》里的“江枫渔火对愁眠”。小说中[链接,加粗:江澄]和男主[链接:魏无羡]是形影不离的竹马兄弟，但魏却[划掉:抛下他]找到了自己爱人-[链接:蓝忘机]（字蓝湛），可怜的[链接:江澄][划掉:竟是个厌同的直男，]从头到尾都是个单身狗，还要被自己兄弟秀恩爱；并且江澄很喜欢狗[划掉:还给自己的狗取名：仙子、茉莉、小爱等非常直男的名字]，而魏无羡却怕狗，所以[加粗:狗]在这句诗里更多了一层讽刺韵味。
金句欣赏：[斜体:“你有蓝湛你有种，再回云梦我放狗。你要放狗就放狗，我抱蓝湛你抱狗”]“云梦”是指江澄和魏无羡的出生地。"
你怎么扛着品如的衣柜,"指某人的行为或外貌突出、独特、引人注意。即“你怎么穿着[链接:品如的衣服]”的升级版[划掉,链接:沙雕][划掉:版]。比“你好骚啊”还要骚那么一点。
“品如的衣服”原梗出自电视剧《[链接:回家的诱惑]》，剧中的出轨男主[链接:洪世贤]带其情人[链接:艾莉]来到自己家中，艾莉穿上了男主妻子（品如）的衣服诱惑男主，令男主说出了“[链接:你好骚啊]”的名台词。从此“你怎么穿着品如的衣服”即与“你好骚啊”同义。
而“扛着品如的衣柜”这个升级版表达的不仅是加倍的“你好骚啊”，还加入了一点[链接:沙雕]味，骚中带皮，常用于一些骚得别出心裁，很会[链接:秀]，但又十分滑稽，让人忍不住发笑的情况。"
扎心魔仙,"指巴啦啦小魔仙中的[加粗:占星魔仙]。
因剧中人物的占星一词发音类似扎心，剪辑到口胡视频中时配上了字幕“扎心”，“占星魔仙”就成为了扎心魔仙。也由于魔仙被称为[链接:摸仙]，而称为“扎心摸仙”
占星魔仙有不少口齿不清和特殊发音，如“腻量”(力量）、“葱破封印”（冲破封印）等等。同时演员一人分饰两角，扮演剧中芬芬的妈妈，也有许多口胡嘴瓢，因此有网友调侃到“表面上是粉粉（口胡读音）的妈妈，实际上是扎心魔仙，但本质都是口胡精”
因为[链接:扎心]一词的本意，该词还代表了“说话扎心的人”，例如“你是扎心魔仙吗？”即“你说话也太扎心了吧”"
NSFW,Not Safe For Work的缩写，即不宜在办公场所观看。[链接:福利]帖的常用标签。
黑绝救母记,该词是网友对日本动漫《火影忍者》的调侃。火影在结局时，讲述了整个忍者历史进程，所有纷争以及战斗都是“黑绝”（动漫中的一个人物）所策划，目的就是为了救出被封印的母亲。因此，网友调侃整部动漫叫“黑绝救母记”。
称号收割机,"指[链接:权力的游戏]粉丝为[链接:龙妈]取的绰号。
每一次龙妈介绍自己时都会说一遍这个带有无数头衔的自我介绍，让人印象深刻，于是粉丝取了这个绰号。
称号包括：风暴降生丹尼莉丝，不焚者，弥林女王，安达尔人和罗伊那人及先民的女王，七国君王，疆域保护者，多斯拉克大草原的卡丽熙，碎镣者，龙母等。
后引申为无数头衔的代名词。"
奶茶肚,"指因为过于沉迷糖分超标的奶茶饮料，腹部赘肉逐渐增多。
在现代社会可能比啤酒肚更加常见[划掉:毕竟奶茶比啤酒好喝多了不是吗]

奶茶店里售卖的奶茶大多数都会大量添加糖精以保证口味，使人不知不觉就摄入了超量的糖分，而且还想喝个第二杯第三杯。
但！就算胖出一个两个三个游泳圈也还是要喝奶茶哒。"
吾乃侍奉无上至尊之人,"出自2018年1月动画《[链接:Overlord] II》。在第一话结尾，安兹王使用云操控魔法向蜥蜴人宣告：“[加粗:吾乃侍奉无上至尊之人]，作为先锋而来，宣告汝等的死亡！”

其中的“[加粗:吾乃侍奉无上至尊之人]”作为明示忠心的霸气发言，而成为了粉丝的新口号。

之后有粉丝将该句中的“至尊”替换为其他的角色，进行“吾乃侍奉无上XX之人”造句，用于表达对指定对象的敬仰之情。


整理自 bilibili 2018年度 动画流行梗盘点
"
长在了笑点上,"形容词，比喻某人自带笑点，无论他做什么说什么，即便是光看着他，就能让人忍不住的想笑。

最早这个词是形容喜剧演员沈腾的，网友们比喻他是长在笑点上的男人。"
1999保密协议,"指“签署保密协议的人不能提起1999年的那场战争”。是虚构故事[链接:1999战记]的一部分。
1999战记是众多网友共同创作的故事统称。故事背景是1999年，外星人入侵地球，8090后们英勇作战取得胜利。战后未参与战斗的人都被消除记忆，参战者虽保留记忆，但需签保密协议，不能再提此事。
最初该设定是方便作者们创作，解释“星球级别的战争只有我一个人知情”的逻辑谬误。但之后大量玩[链接:梗]的人只要看到1999战记相关，就会留言：别说了，忘了保密协议吗？使其更加神秘。不了解的人常被误导，以为战争真实发生过。
(尤其常用于忽悠[链接:00后]"
前方核能,比[链接:前方高能]更极端的情况。用来提醒，有能毁天灭地的[加粗:核爆炸]级别剧情将要出现。请注意回避。
ggrks,"在日本网络社区中表示”自己去google一下啊，废物“，相当于国内的”CNM你不会百度吗？“
该词是直接由日语”ググレカス“缩写而成，其中”ググレ“即”google“，”カス“意为”废物“。整句的罗马音为”Gugurekasu“，取每个字符的罗马音首字母即得”ggrks“。
而”ググレカス“一词又是由”ググれ、このカス野郎“缩略而来。”このカス野郎“即”你这混蛋/废物“。"
菲警,"指菲律宾警察，遇事不知所措，救人无能，后被广泛用于形容无能的表现。

源于2010年8月23日，一个香港旅行团在菲律宾遭遇劫持，造成8人遇难。菲律宾警察在事件处理过程中的表现遭到质疑，后有媒体曝出警方在营救过程中存在多处失误。于是“菲警”和“菲佣”共同成了世界知名品牌。"
怼怼群,"和[链接:夸夸群]性质完全相反，是”全方位地用夸张的语言将被怼对象骂得体无完肤“的多人聊天。
是从夸夸群衍生出来的类型，和夸夸群一样，自发组织的怼怼群是被使用者作为一种释放压力的方式存在的。[划掉:但估计付费要求被怼服务的人不会很多……]
虽然从怼人和被怼来释放压力吸取能量听起来很奇怪，但如果成功缓解了生活中的负面情绪，得到发泄，避免情况恶化，说不定也是好事[划掉:（……吗）]。"
壁咚,"来源于日本的流行语，意思是指把对方逼到墙边，单手靠墙，发出“咚”的一声，让其无处可逃的动作。[斜体,划掉:以达到][斜体,划掉,链接:霸道总裁][斜体,划掉:式表白的效果]。源于日本少女漫画中[壁ドン]一词的直译。通常是男生对女生实施的动作，但是其实也会被各种同性之间玩得不亦乐乎。"
令人喷饭,"[加粗:表示某事十分好笑或十分可笑的成语。]该词描述了人们如果在吃饭的时候，听到了什么好笑、可笑的事情，就会大笑“喷饭”。
2019年7月25日，中央[链接:新闻联播]播了一条新闻，主持人[链接:康辉]念到：“美国一百多名对华强硬派声称，在美国的政治体制中政治是常态，战争是例外，而中国恰恰相反。这一观点，荒唐的令人喷饭。”这一段话被网友们广泛传播，令人喷饭这一词表示了上述观点的可笑、荒唐，这一词汇也被大家发现竟然真的是个成语。"
我的马鸭,[加粗:我的妈呀]的萌化说法，出自相声演员岳云鹏常用的口头禅。
开幕雷击,"指刚点开视频就出现令人震惊的言论或画面，仿佛遭受雷击。
出自游戏“舰队collection”，在舰C中携带驱逐舰，会在战斗开始前出现一轮鱼雷，称为[加粗:开幕雷击]。
常见于B站弹幕和视频标题（[斜体:用于预警]）。如“不要笑挑战魔鬼级！[下划线:开幕雷击]！你能忍住不笑吗？”"
看不到对食物的敬畏,"来源于微博@trisiy对[链接:美食作家王刚]的评价”我曾说过从王刚身上我看不到对食物的敬畏，…我认为他是个厨子，思考不了食物更上层的一些关系…“。
王刚是专业厨师，他的视频都是技术流的做菜教程，也正是因不过分美化下厨的过程，才有别于众多唯美却不实用的小清新美食博主，得到网友的喜爱。相比之下trisiy的指责更像是强行的[链接:厉外垃同]，引来网友群嘲，同时”看不到对x的敬畏“的梗也开始流传，通常是将一些极平常的事情填进去（比如”从肛肠科医生身上我看不到对菊花的敬畏“），以制造搞笑的效果，讽刺小题大做，强行道德绑架他人的人。"
吹死婊活,吹捧容易致死，婊贬才能久活。源于一些日本动漫作品受人吹捧的销量低迷，但被大家都贬低的反而热销
兔头,"指“有娱乐圈/[链接:饭圈]做派（的人）”。带有贬义色彩。
来自晋江讨论版。该讨论版下有两个著名分区：[链接:闲情]（即[链接:xq]）和网友留言区（即[链接:兔区]）。闲情原名耽美闲情，是专门讨论耽美向作品和相关讯息的论坛，而兔区是著名的娱乐圈八卦讨论区。这两个论坛有大量的重合用户，难免有用户将一边的话题或谈话氛围带到另一版，引发了相应论坛原住民的反感。闲情用户自称[链接:咪子鱼]，兔区用户自称[链接:兔子]，因此在闲情大肆讨论娱乐圈话题或发言带有明显娱乐圈风格的人被称为兔头，也有”滚回兔区讨论，这里不欢迎你“的意思。
衍生有[链接:麻辣兔头]的说法，表达对兔头的反感。"
社交网络囤积症,把囤积好友，赞，留言，回复，等等当作人生最伟大事业的一种心理疾病
浮生日记,"记录自己生活和情感的一种日记方式，通常展出个人空虚不实的人生，以悲观情感为基调。“浮生日记”不仅能够记录与展现个人情感，在网络上也成为了解他人生活和情感的一个途径。
网络博主[链接:孙笑川]每次发微博后，无论具体内容是什么，评论区就会有网友评论“浮生日记”，该条评论下就会成为粉丝（一般称为“[链接:狗粉丝]”）记录个人真实生活与情感或借用“浮生日记”形式结合热点事件表示自己对该事件态度的聚集地。
大众与孙笑川粉丝对于“浮生日记”的内容书写在理解上并无太大差别，但孙笑川粉丝已将“浮生日记”作为在评论区[链接:自嗨]与[链接:玩梗]的固定环节。"
太嗯了,"”太牛逼了“或”太给劲了“。偶尔带微妙讽刺，常见于抽象文化相关语境中。
该梗应来自[链接:李赣]（原6324[链接:抽象工作室]创始人）。在工作室直播间因出现邪教内容被封、工作室解散等事件后，李赣在斗鱼复出，并使用了新名字：嗯冲丶。在复出初期，李赣的直播内容一直都是红色教育（比如户外直播游览革命教育基地），被粉丝称为正能量嗯冲（[划掉:当然]带有嘲讽含义）。因抽象文化和其粉丝的特殊娱乐方式，嗯一字被赋予了丰富的涵义。例如”太嗯实力了“即”太有实力了“，”xx太嗯了“即”xx太厉害了“。大多数表达正面意义的词汇，都可以用嗯来替换。"
拜年剑法,"指一种双手握住剑柄，高举过头，并笔直向前180度劈下的剑招。
因为操作者手臂和身体的姿势动向非常像是在作揖，在反复使用时尤其明显，喜感极强，因此被称作拜年剑法。
在一些游戏中是非常实用且威力强大的剑招，在《[链接:巫师3]》和《[链接:只狼]》中都有出现。
[划掉:连续使用时有][划掉,链接:手动鬼畜][划掉:的效果]"
游呢娃子,"《[链接:巴啦啦小魔仙]》中的角色[链接:游乐王子]的别称，用于调侃该角色扮演者念台词时不标准的普通话。[划掉:也是游乐王子一词的][划掉,链接:魔仙堡口音][划掉:表达法]
由于B站有UP主将游乐王子的口误和发音错误的台词剪辑成合集视频并配上空耳字幕发布，搞笑效果强烈，使这种口音在网上突然爆红。网友因此以给他起了这个口音版的外号。
实际上游乐王子的口音通常是n和l不分、an和ang不分，虽然他确实很有可能把“王子”说成“娃子”，但有视频表明，他“游乐”二字的发音非常清晰正确，这个称号其实来自剧中[链接,划掉:扎心魔仙]占星魔仙的口胡发音。"
梅吹群主,"一般指公开地，花式地大力吹捧足球明星[链接:梅西]的著名足球运动员[链接:拉基蒂奇]。
由于拉基蒂奇本人是一个非凡的[链接:彩虹屁]小能手，对梅西的个人能力十分推崇，在[链接:吹]梅西方面，无论是用词还是立意方面都比其他梅吹选手高出了好几个段位，创造了许多吹梅金句，比如“有人问梅西是不是世界最佳，就像有人问踢球要不要用足球一样”。
因为吹捧频率高，技巧多，被中国球迷称为梅吹群主。
也就是“吹捧梅西的群里，因为吹得最好最多，所以被封为群主”。"
真香定律,也叫“境泽定律”，用于描述某人前后观点看法截然不同，自己打脸的行为。由于很多人常常违背自己立下的flag，所以就成了一个定律。这个梗衍生自[链接:真香]一词。
十饥娘娘,指的是那种一到晚上十点就莫名感到饥饿的空床少女，一旦她处于饥饿的状态整个人就开始出现 烦躁抑郁悲伤等多种负面情绪 所以她就开始祸国殃民了！就像那个石矶娘娘一样。但变回原样的方法也很简单就是一份炸鸡可乐或者一杯奶茶和烧烤
纯路人,一般出现在直播间弹幕或者直播录像评论区里，通常为“纯路人，主播长得像xx”，表示对主播的赞美或调侃，通常无恶意。例如在炉石传说主播异灵术直播间有“纯路人，主播长得像李易峰”，“纯路人，主播长得像咆哮魔”的弹幕。通常在后面有未删除的括号或“5毛一条”等字眼，表示受主播威胁或恰烂钱行为。有时有变种语句，例如“纯咆哮魔，主播像我失散多年的兄弟”，“纯地精炸弹，路人长得像咆哮魔”等等，有时逻辑错乱。如果表示赞美主播，一般会有评论回复“恰烂钱”“有钱一起恰”“发下群号”，若为调侃，通常有“被群踢了？”之类的回复。
你璐璐我劫吧,"一个[链接:LOL]（[链接:英雄联盟]）的下三路梗。“你撸撸我[划掉:不可描述的部位]吧”的谐音。
璐璐和劫都是LOL中的可选英雄，两位的全名分别为仙灵女巫璐璐和影流之主 劫。该梗来自LOL职业选手姿态在直播中与女主播Rita双排时的对话：Rita询问姿态自己该选什么英雄，姿态回答“要不我们走下，你璐璐我劫吧”，这个安排并无明显优势，甚至有些奇怪，令一时没反应过来的Rita追问“这组合打下能行吗”，随后经直播弹幕提醒才识破了姿态的双关黄段子。"
云审判,指不顾客观事实及司法程序，通过互联网对当事人或妄加指责，或无脑辩护的[链接:键盘侠]行为。如：2018年10月28日，重庆公交车坠江一案中。一些[链接:键盘侠]们在不了解事实真相时，就将其实是受害者之一的小轿车女司机认定为主要责任人。并妄加指责，进行[加粗:云审判]。
挖坟,把很久很久很久以前的帖子顶起来。
架子上的朋友,友谊版的备胎。出去玩被当作备选项的朋友。
洗钱式发薪,"当代一些年轻人经常使用[加粗:花呗、借呗、信用卡等]产品，导致每个月身背巨额欠款。因此，每月工资一发到手就去还这些欠款了，速度及其之快，彷佛是洗钱一样，[加粗:所有薪水瞬间蒸发]。
因此，这种发薪水的情景被称为“洗钱式发薪”。"
多玛姆我是来谈恋爱的,"原梗出自电影《[加粗,链接:奇异博士]》，奇异博士与坏蛋多玛姆最后的决战中说的台词，他使用时间宝石，将多玛姆困入时间循环中，不断被打死后又复活，最后把多玛姆逼疯了，他们的对话如下：
[斜体,加粗:奇异博士：多玛姆我是来谈条件]
[斜体,加粗:多玛姆：你去死吧！]
[斜体,加粗:奇：多玛姆我是来谈条件的。]
[斜体,加粗:多：？怎么回事，你去死吧！]
[斜体,加粗:奇：多玛姆我是来谈条件的。]
[斜体,加粗:多：？额~你~你去死吧！]
[斜体,加粗:奇异博士：多玛姆我是来谈条件的...]
[斜体,加粗:多玛姆：我去死还不行！]
后来该片段被网友玩梗，变成了多玛姆我是来[加粗,下划线:谈任何东西]的，有网友甚至剪辑配上[加粗:恋爱循环]的bgm，可以说很鬼畜了。
"
像极了爱情,"原句为“暧昧上头的那几秒，像极了爱情”，据说出自网易云音乐热评，但具体不详。句中描绘的情感让很多人找到了共鸣。暧昧时的甜蜜心动，像极了爱情，却又不是爱情。即便短短几秒，也令人沉醉，爱情近在咫尺，却又相隔万里。

因为爱情就是这样复杂、变化多端、不好诠释的，网友们用“像极了爱情”表达多种情感。比如对恋爱的向往、对偶像的爱慕；表现景色美好，好似有爱人相伴；也可以是一种无奈，有些事情让人无法掌控、有些愿望难以实现，令人遗憾……

总之，那些美好的，有趣的，让人琢磨不透的，惊艳的，各种事情…都可以像极了爱情。"
虎火发动,"起初指粉丝为偶像的现场演出应援时，进行的一种[链接:CALL艺]—[链接:三连MIX]的简称。因三连MIX的开头分别以英语、日语和阿伊努语喊出“虎、火”这两个词而得名。
之后在一次[链接:中樱桃]公演中，有位粉丝在应援时并未使用传统的[划掉:虎火发动]英、日、阿伊努语MIX词，而是用中文喊出了“虎火发动”四个字，此事被粉丝引为笑谈。之后众多知情者以[链接:玩梗]心态模仿，反而使其成为风潮。
作为MIX词，虎火发动本来并无实际含义，只是一种固定的，配合偶像音乐节奏而喊出的号子。在脱离演唱会的场合使用时，一般只是使用者随意为之，类似“跟上我的节奏”的含义。"
龙门粗口,"指粤语脏话。也常作为一切脏字的代称使用。出自游戏《[链接:明日方舟]》。
龙门是明日方舟中的一个阵营，其设定与广东和香港地区非常相似，龙门相关剧情很有港剧味，故事中龙门出身的人物也会使用粤语方言对话。
在游戏第五章剧情中，两位龙门警司[链接:诗怀雅]和[链接:陈]发生争吵，剧情文本中以“*龙门粗口*”代替了“[链接:叼你老母]”一类的脏话内容[划掉:实际上粤语区玩家完全能脑补陈sir和诗小姐骂了什么]，美少女爆粗的反差萌令该句迅速成梗。
目前该词的使用与游戏中的方式相近，用于代替脏字，但已经不仅限于粤语脏话。例如“我真*龙门粗口*服了”即“我真tm服了”。"
GLHF,"Good Luck, Have Fun。即好运，玩得开心。竞技类[链接:网络游戏]开始前祝福队友和对手的话。"
逃避式追剧,"即追剧粉丝在知道接下来要发生虐心剧情的时候，立刻停止观看，选择用逃避的方式不让自己摄入悲伤的感情，等攒到剧情开始转甜的时候再一口气看完的追剧方法。
[划掉:现在的电视剧真是越拍越好看了，大家追剧也越来越真情实感了，为剧上头的粉丝们追剧伤身伤感情啊！]"
小月月,小月月是天涯社区网友蓉荣帖子中的主人公。讲述的是小月月及其所谓“男友”小W来上海游玩，蓉荣作为上海东道主进行招待。但是在两天一夜的时间内，经历了无比复杂而又痛苦的相处和旁观。小月月因此成为传说中的极品女。
姐贵,姐姐的亲密称呼，类似于[链接:港台腔]的大姐头。日语[姉贵（あねき）]的[划掉:标准]中文翻译。常用来形容拥有霸气[链接:气场]的[划掉:成熟][划掉:丰满]女性。
抢人头,"游戏用语，但使用情境已被延展。

人头，即击杀的敌人个数。

是指
1.争夺可被收割的敌人，此时义如抢怪/抢人
2.在其他玩家辛苦激斗一番之后，一个之前毫没出过力的人突然冒出来，并最后一击打败了敌人，获取了战利品资源。

拓展到游戏领域之外的语意类似于（但不完全等同）：
半路杀出个程咬金
为他人作嫁
煮熟的鸭子飞了
[划掉:NTR]"
配平式影评,一种单纯是为了平衡一下影片评分记录的[划掉:高端]评分方式。如果看到9分的电影，直接打1星，即可完成配平。
贝必沉,"指《[链接:荒野求生]》节目的主持人贝尔·格里尔斯（昵称贝爷）在进行野外探险时制作的船一定都会沉掉。
在节目中，他每次在地图中迷失方向或者遇到坎坷的时候，都会选择走水路，于是他就要[划掉:起锅烧油]造船了，然而，不管是他自造的或他乘坐的任何载具，在节目中都因各种原因沉入水中。于是网友给贝爷的船起名“贝必沉号”。网上曾有一个段子“一只被虎鲸围堵的小海豚机智的跳上了人类的游船，人们调侃：幸好跳的不是贝爷的船”。贝爷的船也经常意指那些高危船只。深层意义上讲，“贝必沉”这种现象像极了[加粗:命运]，就好比你预想的结局往往都会是那个最坏的答案。"
暂挂不出,"[链接:闲鱼]等二手交易平台的常见用语，指“这件商品虽然暂时挂在出售页面，但目前不打算出售”。
这种行为对卖家来说很方便（不想卖时在描述中加四个字即可，还能保留之前的收藏和浏览量），但对正在求购物品的买家来讲是一种非常恼人且困扰的行为，因为被“暂挂”的商品仍然会出现在搜索结果列表内，导致买家看到大量无用且干扰性极强的信息，同时只能对着“好像要卖却又不卖了”的心仪物品干着急，造成很坏的体验。
这种现象催生了[链接:暂挂精]一词，是对暂挂不出的卖家的嘲讽。还有“[链接:在闲鱼你甚至可以买到二手物品]”的讽刺。
[划掉:甚至闲鱼官方都吐槽过暂挂现象…]"
